date,kpi_total_index,kpi_energy_index,cpi_yoy,cpi_energy_yoy,wage_index,wage_yoy,infl_exp_households_1y,price_se3,price_se4,elec_price_avg,elec_price_index,elec_price_yoy,price_plans_total,wage_yoy_lag1,elec_price_yoy_lag1,price_plans_total_lag1,cpi_yoy_target_next
1981-01-01,31.92,26.03,12.473572938689228,13.07558644656821,,,,,,,,,,,,,12.91218326969803
1981-02-01,32.53,26.99,12.91218326969803,14.315967810249886,,,,,,,,,,,,,12.948895027624308
1981-03-01,32.71,27.07,12.948895027624308,14.41251056635673,,,,,,,,,,,,,12.86449399656946
1981-04-01,32.9,27.23,12.86449399656946,14.363712725745504,,,,,,,,,,,,,13.16239316239316
1981-05-01,33.1,27.28,13.16239316239316,13.99916422900127,,,,,,,,,,,,,13.301500682128232
1981-06-01,33.22,27.55,13.301500682128232,14.410299003322269,,,,,,,,,,,,,13.391951301995263
1981-07-01,33.53,27.83,13.391951301995263,15.142738932561016,,,,,,,,,,,,,13.584398117014128
1981-08-01,33.78,28.11,13.584398117014128,15.82200247218788,,,,,,,,,,,,,11.249182472204078
1981-09-01,34.02,28.19,11.249182472204078,16.008230452674898,,,,,,,,,,,,,10.412637008381688
1981-10-01,34.25,28.09,10.412637008381688,13.403310456197003,,,,,,,,,,,,,10.157000961230375
1981-11-01,34.38,28.23,10.157000961230375,13.010408326661338,,,,,,,,,,,,,9.12571793235484
1981-12-01,34.2,28.28,9.12571793235484,12.669322709163344,,,,,,,,,,,,,9.492481203007518
1982-01-01,34.95,29.47,9.492481203007518,13.215520553207828,,,,,,,,,,,,,8.976329541961281
1982-02-01,35.45,29.55,8.976329541961281,9.484994442386084,,,,,,,,,,,,,8.651788443900932
1982-03-01,35.54,29.18,8.651788443900932,7.794606575544871,,,,,,,,,,,,,8.723404255319167
1982-04-01,35.77,29.39,8.723404255319167,7.93242746970253,,,,,,,,,,,,,8.549848942598182
1982-05-01,35.93,29.5,8.549848942598182,8.137829912023452,,,,,,,,,,,,,8.518964479229375
1982-06-01,36.05,29.57,8.518964479229375,7.33212341197822,,,,,,,,,,,,,8.261258574410956
1982-07-01,36.3,29.88,8.261258574410956,7.366151634926332,,,,,,,,,,,,,7.7264653641207826
1982-08-01,36.39,29.91,7.7264653641207826,6.403415154749204,,,,,,,,,,,,,7.554379776602005
1982-09-01,36.59,29.93,7.554379776602005,6.17240156083716,,,,,,,,,,,,,8.32116788321169
1982-10-01,37.1,30.45,8.32116788321169,8.401566393734416,,,,,,,,,,,,,8.75509016870273
1982-11-01,37.39,30.61,8.75509016870273,8.430747431810136,,,,,,,,,,,,,9.64912280701753
1982-12-01,37.5,30.63,9.64912280701753,8.309759547383312,,,,,,,,,,,,,9.670958512160222
1983-01-01,38.33,31.45,9.670958512160222,6.718696979979644,,,,,,,,,,,,,8.152327221438638
1983-02-01,38.34,30.9,8.152327221438638,4.5685279187817285,,,,,,,,,,,,,8.272369161508152
1983-03-01,38.48,30.76,8.272369161508152,5.414667580534616,,,,,,,,,,,,,8.442829186469103
1983-04-01,38.79,30.76,8.442829186469103,4.661449472609736,,,,,,,,,,,,,8.627887559142788
1983-05-01,39.03,30.99,8.627887559142788,5.050847457627117,,,,,,,,,,,,,8.848821081830804
1983-06-01,39.24,31.09,8.848821081830804,5.1403449442001925,,,,,,,,,,,,,8.980716253443543
1983-07-01,39.56,31.34,8.980716253443543,4.886211512717531,,,,,,,,,,,,,9.260785930200589
1983-08-01,39.76,31.33,9.260785930200589,4.7475760615178775,,,,,,,,,,,,,9.45613555616287
1983-09-01,40.05,31.5,9.45613555616287,5.245573003675252,,,,,,,,,,,,,8.84097035040432
1983-10-01,40.38,31.69,8.84097035040432,4.072249589490973,,,,,,,,,,,,,8.638673442096811
1983-11-01,40.62,31.92,8.638673442096811,4.2796471741261,,,,,,,,,,,,,9.200000000000008
1983-12-01,40.95,31.88,9.200000000000008,4.08096637283708,,,,,,,,,,,,,8.322462822854181
1984-01-01,41.52,32.66,8.322462822854181,3.8473767885532473,,,,,,,,,,,,,7.850808555033906
1984-02-01,41.35,32.75,7.850808555033906,5.987055016181242,,,,,,,,,,,,,8.991683991683995
